County & State,County,State,latitude,longitude
Dickson CountyTN,Dickson County,TN,36.1459799,-87.3016132
Dillingham Census AreaAK,Dillingham Census Area,AK,59.8067792,-157.7242585
Dillon CountySC,Dillon County,SC,34.3596012,-79.4253776
Dimmit CountyTX,Dimmit County,TX,28.4116514,-99.8124935
Dinwiddie CountyVA,Dinwiddie County,VA,37.0769043,-77.6536125
District of ColumbiaDC,District of Columbia,DC,38.9071923,-77.0368707
Divide CountyND,Divide County,ND,48.8056154,-103.582951
Dixie CountyFL,Dixie County,FL,29.5207227,-83.1649001
Dixon CountyNE,Dixon County,NE,42.4257719,-96.8350999
DoÃ±a Ana County,DoÃ±a Ana County,NM,32.485767,-106.7234639
Doddridge CountyWV,Doddridge County,WV,39.2367791,-80.6770787
Dodge CountyGA,Dodge County,GA,32.1287268,-83.2077645
Dodge CountyMN,Dodge County,MN,43.9842889,-92.8577105
Dodge CountyNE,Dodge County,NE,41.6472611,-96.663812
Dodge CountyWI,Dodge County,WI,43.3994215,-88.7108964
Dolores CountyCO,Dolores County,CO,37.7530272,-108.5225709
Dona Ana CountyNM,Dona Ana County,NM,32.485767,-106.7234639
Doniphan CountyKS,Doniphan County,KS,39.8245628,-95.1849219
Donley CountyTX,Donley County,TX,34.9875355,-100.8903099
Dooly CountyGA,Dooly County,GA,32.1593447,-83.804868
Door CountyWI,Door County,WI,45.1113873,-87.0470884
Dorado MunicipioPR,Dorado Municipio,PR,18.4630395,-66.271725
Dorchester CountyMD,Dorchester County,MD,38.4152819,-76.1783739
Dorchester CountySC,Dorchester County,SC,33.1680383,-80.543845
Dougherty CountyGA,Dougherty County,GA,31.5439375,-84.2278796
Douglas CountyCO,Douglas County,CO,39.2587106,-104.9388853
Douglas CountyGA,Douglas County,GA,33.7290225,-84.7315563
Douglas CountyIL,Douglas County,IL,39.7617631,-88.2071598
Douglas CountyKS,Douglas County,KS,38.9107835,-95.2684437
Douglas CountyMN,Douglas County,MN,45.9279387,-95.4218815
Douglas CountyMO,Douglas County,MO,36.9708648,-92.4999918
Douglas CountyNE,Douglas County,NE,41.3148116,-96.195132
Douglas CountyNV,Douglas County,NV,38.9265035,-119.6499162
Douglas CountyOR,Douglas County,OR,43.1260694,-123.2492364
Douglas CountySD,Douglas County,SD,43.4059132,-98.3964938
Douglas CountyWA,Douglas County,WA,47.7790617,-119.7474606
Douglas CountyWI,Douglas County,WI,46.3490012,-91.7576889
Drew CountyAR,Drew County,AR,33.5156463,-91.7538817
Dubois CountyIN,Dubois County,IN,38.357918,-86.8220341
Dubuque CountyIA,Dubuque County,IA,42.4694679,-90.8294002
Duchesne CountyUT,Duchesne County,UT,40.2172448,-110.5215459
Dukes CountyMA,Dukes County,MA,41.4039539,-70.6692655
Dundy CountyNE,Dundy County,NE,40.1306121,-101.6157773
Dunklin CountyMO,Dunklin County,MO,36.2196795,-90.0373201
Dunn CountyND,Dunn County,ND,47.2121625,-102.72602
Dunn CountyWI,Dunn County,WI,44.909416,-91.9099238
DuPage CountyIL,DuPage County,IL,41.8243831,-88.0900762
Duplin CountyNC,Duplin County,NC,34.8840095,-78.0195387
Durham CountyNC,Durham County,NC,36.0483715,-78.8835548
Dutchess CountyNY,Dutchess County,NY,41.7784372,-73.7477857
Duval CountyFL,Duval County,FL,30.3500511,-81.6035062
Duval CountyTX,Duval County,TX,27.7525271,-98.5721016
Dyer CountyTN,Dyer County,TN,36.0445248,-89.436391
Eagle CountyCO,Eagle County,CO,39.576406,-106.7234639
Early CountyGA,Early County,GA,31.3901106,-84.8984775
East Baton Rouge ParishLA,East Baton Rouge Parish,LA,30.5693593,-91.09694
East Carroll ParishLA,East Carroll Parish,LA,32.7570923,-91.2506002
East Feliciana ParishLA,East Feliciana Parish,LA,30.8458948,-91.0203224
Eastland CountyTX,Eastland County,TX,32.3240465,-98.7481167
Eaton CountyMI,Eaton County,MI,42.5886496,-84.7733325
Eau Claire CountyWI,Eau Claire County,WI,44.7683909,-91.2891036
Echols CountyGA,Echols County,GA,30.7503289,-82.9501558
Ector CountyTX,Ector County,TX,31.8246483,-102.5298028
Eddy CountyND,Eddy County,ND,47.6963964,-98.8871816
Eddy CountyNM,Eddy County,NM,32.4170622,-104.4723301
Edgar CountyIL,Edgar County,IL,39.7131223,-87.7763333
Edgecombe CountyNC,Edgecombe County,NC,35.8840053,-77.6536125
Edgefield CountySC,Edgefield County,SC,33.8015886,-81.9534815
Edmonson CountyKY,Edmonson County,KY,37.1941682,-86.2158497
Edmunds CountySD,Edmunds County,SD,45.458626,-99.181873
Edwards CountyIL,Edwards County,IL,38.4267827,-88.050979
Edwards CountyKS,Edwards County,KS,37.865958,-99.2785583
Edwards CountyTX,Edwards County,TX,29.9282955,-100.439656
Effingham CountyGA,Effingham County,GA,32.378148,-81.3839326
Effingham CountyIL,Effingham County,IL,39.0621773,-88.556531
El Dorado CountyCA,El Dorado County,CA,38.7426376,-120.4357631
El Paso CountyCO,El Paso County,CO,38.9108325,-104.4723301
El Paso CountyTX,El Paso County,TX,31.8039824,-106.2051484
Elbert CountyCO,Elbert County,CO,39.3537004,-104.1930918
Elbert CountyGA,Elbert County,GA,34.0795372,-82.8640623
Elk CountyKS,Elk County,KS,37.3936365,-96.1526985
Elk CountyPA,Elk County,PA,41.4284924,-78.5660852
Elkhart CountyIN,Elkhart County,IN,41.6062253,-85.8486236
Elko CountyNV,Elko County,NV,41.2220182,-115.2837585
Elliott CountyKY,Elliott County,KY,38.1575088,-83.1220074
Ellis CountyKS,Ellis County,KS,38.8683549,-99.2785583
Ellis CountyOK,Ellis County,OK,36.2920072,-99.8124935
Ellis CountyTX,Ellis County,TX,32.2619765,-96.8350999
Ellsworth CountyKS,Ellsworth County,KS,38.615225,-98.2212979
Elmore CountyAL,Elmore County,AL,32.5647083,-86.0121573
Elmore CountyID,Elmore County,ID,43.1154284,-115.5264458
Emanuel CountyGA,Emanuel County,GA,32.5726629,-82.3017728
Emery CountyUT,Emery County,UT,39.0738385,-110.7122465
Emmet CountyIA,Emmet County,IA,43.34943,-94.6863782
Emmet CountyMI,Emmet County,MI,45.6418969,-84.9769067
Emmons CountyND,Emmons County,ND,46.2061318,-100.2953039
Emporia City,Emporia City,VA,36.6859829,-77.5424809
Erath CountyTX,Erath County,TX,32.1793404,-98.2212979
Erie CountyNY,Erie County,NY,42.6974933,-78.7476208
Erie CountyOH,Erie County,OH,41.4349882,-82.4752757
Erie CountyPA,Erie County,PA,42.0521954,-80.1875065
Escambia CountyAL,Escambia County,AL,31.1394734,-87.1422895
Escambia CountyFL,Escambia County,FL,30.6389408,-87.3413599
Esmeralda CountyNV,Esmeralda County,NV,37.7866167,-117.3616476
Essex CountyMA,Essex County,MA,42.7051144,-70.9071236
Essex CountyNJ,Essex County,NJ,40.7947466,-74.2648829
Essex CountyNY,Essex County,NY,44.0107408,-73.9507728
Essex CountyVA,Essex County,VA,37.9671684,-76.964306
Essex CountyVT,Essex County,VT,44.7682631,-71.7436155
Estill CountyKY,Estill County,KY,37.6975384,-83.9744262
Etowah CountyAL,Etowah County,AL,34.0455341,-86.0529604
Eureka CountyNV,Eureka County,NV,39.9313066,-116.2304616
Evangeline ParishLA,Evangeline Parish,LA,30.7821781,-92.3813621
Evans CountyGA,Evans County,GA,32.1427011,-81.909826
Fairbanks North Star BoroughAK,Fairbanks North Star Borough,AK,64.9526102,-146.4744155
Fairfax CityVA,Fairfax City,VA,38.8459879,-77.3053035
Fairfax CountyVA,Fairfax County,VA,38.7438944,-77.2405153
Fairfield CountyCT,Fairfield County,CT,41.2559654,-73.3708696
Fairfield CountyOH,Fairfield County,OH,39.830506,-82.6483442
Fairfield CountySC,Fairfield County,SC,34.4478348,-81.0754657
Fajardo MunicipioPR,Fajardo Municipio,PR,18.3384392,-65.6563432
Fall River CountySD,Fall River County,SD,43.2240279,-103.4511768
Fallon CountyMT,Fallon County,MT,46.3762402,-104.4280327
Falls Church CityVA,Falls Church City,VA,38.882334,-77.1710914
Falls CountyTX,Falls County,TX,31.1636412,-97.0068393
Fannin CountyGA,Fannin County,GA,34.8580405,-84.2278796
Fannin CountyTX,Fannin County,TX,33.5544296,-96.1526985
Faribault CountyMN,Faribault County,MN,43.6448766,-93.9878427
Faulk CountySD,Faulk County,SD,45.0827008,-99.1531325
Faulkner CountyAR,Faulkner County,AR,35.1035858,-92.3813621
Fauquier CountyVA,Fauquier County,VA,38.7208787,-77.7909776
Fayette CountyAL,Fayette County,AL,33.6871392,-87.7763333
Fayette CountyGA,Fayette County,GA,33.4502206,-84.4802606
Fayette CountyIA,Fayette County,IA,42.9258199,-91.9099238
Fayette CountyIL,Fayette County,IL,39.0669568,-89.0179332
Fayette CountyIN,Fayette County,IN,39.5920377,-85.1479364
Fayette CountyKY,Fayette County,KY,38.0606478,-84.4802606
Fayette CountyOH,Fayette County,OH,39.5919809,-83.4643551
Fayette CountyPA,Fayette County,PA,39.9272324,-79.6502105
Fayette CountyTN,Fayette County,TN,35.1257427,-89.4742177
Fayette CountyTX,Fayette County,TX,29.8896442,-96.8350999
Fayette CountyWV,Fayette County,WV,38.0615913,-81.0754657
Fentress CountyTN,Fentress County,TN,36.37106,-84.8984775
Fergus CountyMT,Fergus County,MT,47.2126745,-109.4141
Ferry CountyWA,Ferry County,WA,48.4718375,-118.4974069
Fillmore CountyMN,Fillmore County,MN,43.6956298,-92.0665197
Fillmore CountyNE,Fillmore County,NE,40.4710119,-97.5247243
Finney CountyKS,Finney County,KS,38.0625252,-100.8903099
Fisher CountyTX,Fisher County,TX,32.7398733,-100.3497895
Flagler CountyFL,Flagler County,FL,29.4086072,-81.2518833
Flathead CountyMT,Flathead County,MT,48.424152,-114.15315
Fleming CountyKY,Fleming County,KY,38.3987633,-83.6773928
Florence CountySC,Florence County,SC,33.9828684,-79.6502105
Florence CountyWI,Florence County,WI,45.8161658,-88.3547524
Florida MunicipioPR,Florida Municipio,PR,18.3630091,-66.5581092
Floyd CountyGA,Floyd County,GA,34.2828967,-85.2308414
Floyd CountyIA,Floyd County,IA,43.0615947,-92.8577105
Floyd CountyIN,Floyd County,IN,38.2869276,-85.8895551
Floyd CountyKY,Floyd County,KY,37.5455463,-82.7778579
Floyd CountyTX,Floyd County,TX,34.0791533,-101.2523792
Floyd CountyVA,Floyd County,VA,36.9446308,-80.3213106
Fluvanna CountyVA,Fluvanna County,VA,37.8532863,-78.2476146
Foard CountyTX,Foard County,TX,33.9865825,-99.7678687
Fond du Lac CountyWI,Fond du Lac County,WI,43.7008379,-88.2461183
Ford CountyIL,Ford County,IL,40.4988592,-88.2071598
Ford CountyKS,Ford County,KS,37.6540069,-99.8124935
Forest CountyPA,Forest County,PA,41.5341012,-79.2451149
Forest CountyWI,Forest County,WI,45.6704497,-88.8375807
Forrest CountyMS,Forrest County,MS,31.2148677,-89.2847251
Forsyth CountyGA,Forsyth County,GA,34.2358502,-84.1435136
Forsyth CountyNC,Forsyth County,NC,36.1200003,-80.1875065
Fort Bend CountyTX,Fort Bend County,TX,29.5692614,-95.8142885
Foster CountyND,Foster County,ND,47.4991972,-98.874618
Fountain CountyIN,Fountain County,IN,40.1539502,-87.2618328
Franklin cityVA,Franklin city,VA,36.6776507,-76.9224608
Franklin CountyAL,Franklin County,AL,34.3967457,-87.6186379
Franklin CountyAR,Franklin County,AR,35.5927966,-93.8248241
Franklin CountyFL,Franklin County,FL,29.7817695,-84.8567932
Franklin CountyGA,Franklin County,GA,34.3645724,-83.2077645
Franklin CountyIA,Franklin County,IA,42.7372361,-93.3388917
Franklin CountyID,Franklin County,ID,42.2100342,-111.7614661
Franklin CountyIL,Franklin County,IL,38.0157197,-88.90306
Franklin CountyIN,Franklin County,IN,39.4233977,-85.0649071
Franklin CountyKS,Franklin County,KS,38.6165913,-95.3102505
Franklin CountyKY,Franklin County,KY,36.7187855,-86.5785573
Franklin CountyMA,Franklin County,MA,42.530599,-72.6151169
Franklin CountyME,Franklin County,ME,45.0386059,-70.3979538
Franklin CountyMO,Franklin County,MO,38.3953601,-91.135302
Franklin CountyMS,Franklin County,MS,31.4883928,-90.8675134
Franklin CountyNC,Franklin County,NC,36.0730279,-78.2476146
Franklin CountyNE,Franklin County,NE,40.2089857,-98.9245343
Franklin CountyNY,Franklin County,NY,44.5926135,-74.3387798
Franklin CountyOH,Franklin County,OH,40.0154745,-82.9931607
Franklin CountyPA,Franklin County,PA,39.8923855,-77.6536125
Franklin CountyTN,Franklin County,TN,35.1946865,-86.0529604
Franklin CountyTX,Franklin County,TX,33.1959954,-95.1849219
Franklin CountyVA,Franklin County,VA,36.9458815,-79.8296743
Franklin CountyVT,Franklin County,VT,44.8429222,-72.9340443
Franklin CountyWA,Franklin County,WA,46.4937363,-118.8672379
Franklin ParishLA,Franklin Parish,LA,32.0737103,-91.5983959
Frederick CountyMD,Frederick County,MD,39.3844507,-77.4701972
Frederick CountyVA,Frederick County,VA,39.17988,-78.2476146
Fredericksburg cityVA,Fredericksburg city,VA,38.3003751,-77.4588059
Freeborn CountyMN,Freeborn County,MN,43.6656285,-93.3388917
Freestone CountyTX,Freestone County,TX,31.7534889,-96.1526985
Fremont CountyCO,Fremont County,CO,38.5306514,-105.5005483
Fremont CountyIA,Fremont County,IA,40.7400403,-95.6457951
Fremont CountyID,Fremont County,ID,44.2242743,-111.4790031
Fremont CountyWY,Fremont County,WY,43.0119968,-108.6175626
Fresno CountyCA,Fresno County,CA,36.9858984,-119.2320784
Frio CountyTX,Frio County,TX,28.831355,-99.1013498
Frontier CountyNE,Frontier County,NE,40.5744778,-100.3497895
Fulton CountyAR,Fulton County,AR,36.3797374,-91.7928402
Fulton CountyGA,Fulton County,GA,33.8033965,-84.3962535
Fulton CountyIL,Fulton County,IL,40.5531823,-90.2244662
Fulton CountyIN,Fulton County,IN,41.0204161,-86.2970998
Fulton CountyKY,Fulton County,KY,36.5630482,-89.1324866
Fulton CountyNY,Fulton County,NY,43.1118737,-74.4994517
Fulton CountyOH,Fulton County,OH,41.5719341,-84.1435136
Fulton CountyPA,Fulton County,PA,39.9048759,-78.1564432
Furnas CountyNE,Furnas County,NE,40.121397,-99.9912254
Gadsden CountyFL,Gadsden County,FL,30.5562947,-84.6479124
Gage CountyNE,Gage County,NE,40.1989041,-96.663812
Gaines CountyTX,Gaines County,TX,32.6987519,-102.7135121
Galax cityVA,Galax city,VA,36.6612387,-80.9239671
Gallatin CountyIL,Gallatin County,IL,37.7107751,-88.2461183
Gallatin CountyKY,Gallatin County,KY,38.7295069,-84.8776392
Gallatin CountyMT,Gallatin County,MT,45.5388865,-111.1194231
Gallia CountyOH,Gallia County,OH,38.8619254,-82.345189
Galveston CountyTX,Galveston County,TX,29.3763499,-94.8520636
Garden CountyNE,Garden County,NE,41.7369721,-102.2547919
Garfield CountyCO,Garfield County,CO,39.6584775,-107.763621
Garfield CountyMT,Garfield County,MT,47.2662361,-107.1263146
Garfield CountyNE,Garfield County,NE,41.9678957,-98.9245343
Garfield CountyOK,Garfield County,OK,36.4361392,-97.87216
Garfield CountyUT,Garfield County,UT,37.8400344,-111.2845025
Garfield CountyWA,Garfield County,WA,46.5185629,-117.5276611
Garland CountyAR,Garland County,AR,34.5559285,-93.1779659
Garrard CountyKY,Garrard County,KY,37.6413234,-84.564147
Garrett CountyMD,Garrett County,MD,39.5681243,-79.2902133
Garvin CountyOK,Garvin County,OK,34.7289063,-97.3516558
Garza CountyTX,Garza County,TX,33.1955897,-101.2523792
Gasconade CountyMO,Gasconade County,MO,38.4335915,-91.4821482
Gaston CountyNC,Gaston County,NC,35.2895651,-81.2078164
Gates CountyNC,Gates County,NC,36.4202077,-76.6874701
Geary CountyKS,Geary County,KS,38.9984685,-96.7922355
Geauga CountyOH,Geauga County,OH,41.4641521,-81.2078164
Gem CountyID,Gem County,ID,44.0324936,-116.3589245
Genesee CountyMI,Genesee County,MI,43.0777289,-83.6773928
Genesee CountyNY,Genesee County,NY,42.9837843,-78.1564432
Geneva CountyAL,Geneva County,AL,31.0990456,-85.684578
Gentry CountyMO,Gentry County,MO,40.1406981,-94.479976
George CountyMS,George County,MS,30.8431226,-88.6723578
Georgetown CountySC,Georgetown County,SC,33.4213399,-79.2902133
Gibson CountyIN,Gibson County,IN,38.3338249,-87.5791287
Gibson CountyTN,Gibson County,TN,35.9969735,-88.864698
Gila CountyAZ,Gila County,AZ,33.6370567,-110.5215459
Gilchrist CountyFL,Gilchrist County,FL,29.6871128,-82.820974
Giles CountyTN,Giles County,TN,35.0894745,-86.9824288
Giles CountyVA,Giles County,VA,37.3132885,-80.6770787
Gillespie CountyTX,Gillespie County,TX,30.314993,-98.9245343
Gilliam CountyOR,Gilliam County,OR,45.4565608,-120.1802024
Gilmer CountyGA,Gilmer County,GA,34.6935359,-84.4802606
Gilmer CountyWV,Gilmer County,WV,38.9203312,-80.8543847
Gilpin CountyCO,Gilpin County,CO,39.8770159,-105.4536718
Glacier CountyMT,Glacier County,MT,48.5217475,-112.9196649
Glades CountyFL,Glades County,FL,26.984415,-81.0754657
Gladwin CountyMI,Gladwin County,MI,44.0327885,-84.3542049
Glascock CountyGA,Glascock County,GA,33.2422994,-82.6267345
Glasscock CountyTX,Glasscock County,TX,31.912308,-101.6157773
Glenn CountyCA,Glenn County,CA,39.6437813,-122.4467238
Gloucester CountyNJ,Gloucester County,NJ,39.7103023,-75.1078332
Gloucester CountyVA,Gloucester County,VA,37.4128281,-76.5025742
Glynn CountyGA,Glynn County,GA,31.2624169,-81.6035062
Gogebic CountyMI,Gogebic County,MI,46.4392785,-89.921474
Golden Valley CountyMT,Golden Valley County,MT,46.3709324,-109.174385
Golden Valley CountyND,Golden Valley County,ND,47.0077031,-103.7914154
Goliad CountyTX,Goliad County,TX,28.5673709,-97.3516558
Gonzales CountyTX,Gonzales County,TX,29.4834878,-97.5247243
Goochland CountyVA,Goochland County,VA,37.7415997,-77.973865
Goodhue CountyMN,Goodhue County,MN,44.4430251,-92.6983868
Gooding CountyID,Gooding County,ID,42.9180557,-114.7494346
Gordon CountyGA,Gordon County,GA,34.4891699,-84.8567932
Goshen CountyWY,Goshen County,WY,42.0334428,-104.3791912
Gosper CountyNE,Gosper County,NE,40.4604851,-99.8124935
Gove CountyKS,Gove County,KS,38.9271279,-100.5296115
Grady CountyGA,Grady County,GA,30.9050079,-84.2278796
Grady CountyOK,Grady County,OK,35.0472662,-97.87216
Grafton CountyNH,Grafton County,NH,43.9087929,-71.825994
Graham CountyAZ,Graham County,AZ,33.076805,-109.7591675
Graham CountyKS,Graham County,KS,39.3198302,-99.8124935
Graham CountyNC,Graham County,NC,35.3634623,-83.804868
Grainger CountyTN,Grainger County,TN,36.3059333,-83.5496566
Grand CountyCO,Grand County,CO,40.0727382,-106.0640179
Grand CountyUT,Grand County,UT,39.0857902,-109.7591675
Grand Forks CountyND,Grand Forks County,ND,48.0037819,-97.3594525
Grand Isle CountyVT,Grand Isle County,VT,44.8595928,-73.2957299
Grand Traverse CountyMI,Grand Traverse County,MI,44.687984,-85.520024
Granite CountyMT,Granite County,MT,46.3374643,-113.4647823
Grant CountyAR,Grant County,AR,34.2628015,-92.4208713
Grant CountyIN,Grant County,IN,40.4730605,-85.684578
Grant CountyKS,Grant County,KS,37.5245985,-101.2523792
Grant CountyKY,Grant County,KY,38.6565245,-84.6479124
Grant CountyMN,Grant County,MN,45.9729315,-96.0471362
Grant CountyND,Grant County,ND,46.3951108,-101.5535564
Grant CountyNE,Grant County,NE,41.8637754,-101.7979613
Grant CountyNM,Grant County,NM,32.9690805,-108.2377519
Grant CountyOK,Grant County,OK,36.79093,-97.6982272
Grant CountyOR,Grant County,OR,44.4384077,-118.8917326
Grant CountySD,Grant County,SD,45.1752383,-96.7507035
Grant CountyWA,Grant County,WA,47.1981147,-119.3732456
Grant CountyWI,Grant County,WI,42.9397015,-90.6773046
Grant CountyWV,Grant County,WV,39.1042079,-79.1548533
Grant ParishLA,Grant Parish,LA,31.6943716,-92.539603
Granville CountyNC,Granville County,NC,36.2799451,-78.6114999
Gratiot CountyMI,Gratiot County,MI,43.2836505,-84.6897495
Graves CountyKY,Graves County,KY,36.6887728,-88.7108964
Gray CountyKS,Gray County,KS,37.6840811,-100.439656
Gray CountyTX,Gray County,TX,35.3352558,-100.8903099
Grays Harbor CountyWA,Grays Harbor County,WA,46.9953526,-123.7012468
Grayson CountyKY,Grayson County,KY,37.4554962,-86.3782198
Grayson CountyTX,Grayson County,TX,33.7062406,-96.663812
Grayson CountyVA,Grayson County,VA,36.6721195,-81.2078164
Greeley CountyKS,Greeley County,KS,38.4738028,-101.7979613
Greeley CountyNE,Greeley County,NE,41.520541,-98.5721016
Green CountyKY,Green County,KY,37.2570117,-85.56121
Green CountyWI,Green County,WI,42.6287336,-89.6251646
Green Lake CountyWI,Green Lake County,WI,43.863117,-89.0179332
Greenbrier CountyWV,Greenbrier County,WV,38.0198478,-80.543845
Greene CountyAL,Greene County,AL,32.9718107,-87.9334803
Greene CountyAR,Greene County,AR,36.1314931,-90.563609
Greene CountyGA,Greene County,GA,33.5186591,-83.1649001
Greene CountyIA,Greene County,IA,42.0700527,-94.479976
Greene CountyIL,Greene County,IL,39.4029862,-90.3748354
Greene CountyIN,Greene County,IN,39.0321796,-86.9824288
Greene CountyMO,Greene County,MO,37.3311215,-93.5003454
Greene CountyMS,Greene County,MS,31.1646163,-88.7108964
Greene CountyNC,Greene County,NC,35.5013936,-77.6994197
Greene CountyNY,Greene County,NY,42.2957321,-74.123996
Greene CountyOH,Greene County,OH,39.697399,-83.8897057
Greene CountyPA,Greene County,PA,39.8113005,-80.1875065
Greene CountyTN,Greene County,TN,36.1347943,-82.820974
Greene CountyVA,Greene County,VA,38.3120359,-78.4524591
Greenlee CountyAZ,Greenlee County,AZ,33.2405598,-109.2831531
Greensville CountyVA,Greensville County,VA,36.6056886,-77.6077865
Greenup CountyKY,Greenup County,KY,38.5665695,-82.9501558
Greenville CountySC,Greenville County,SC,34.9297484,-82.345189
Greenwood CountyKS,Greenwood County,KS,37.9025905,-96.1526985
Greenwood CountySC,Greenwood County,SC,34.1672949,-82.12784
Greer CountyOK,Greer County,OK,34.9338651,-99.456155
Gregg CountyTX,Gregg County,TX,32.4892547,-94.8520636
Gregory CountySD,Gregory County,SD,43.1983133,-99.1013498
Grenada CountyMS,Grenada County,MS,33.7516314,-89.8130356
Griggs CountyND,Griggs County,ND,47.3876664,-98.2554295
Grimes CountyTX,Grimes County,TX,30.4829853,-95.9832577
Grundy CountyIA,Grundy County,IA,42.4369506,-92.8577105
Grundy CountyIL,Grundy County,IL,41.3500531,-88.4016041
Grundy CountyMO,Grundy County,MO,40.1743786,-93.5003454
Grundy CountyTN,Grundy County,TN,35.4013452,-85.684578
Guadalupe CountyNM,Guadalupe County,NM,34.8235801,-104.8454619
Guadalupe CountyTX,Guadalupe County,TX,29.6477307,-97.87216
Guánica MunicipioPR,Guánica Municipio,PR,17.9678199,-66.9382831
Guayama MunicipioPR,Guayama Municipio,PR,17.9752553,-66.1153911
Guayanilla MunicipioPR,Guayanilla Municipio,PR,18.017164,-66.7901149
Guaynabo MunicipioPR,Guaynabo Municipio,PR,18.3260175,-66.1058343
Guernsey CountyOH,Guernsey County,OH,40.0731129,-81.4278984
Guilford CountyNC,Guilford County,NC,36.0899873,-79.8296743
Gulf CountyFL,Gulf County,FL,29.9342893,-85.2308414
Gunnison CountyCO,Gunnison County,CO,38.6437083,-107.0067031
Gurabo MunicipioPR,Gurabo Municipio,PR,18.2537209,-65.977118
Guthrie CountyIA,Guthrie County,IA,41.7530909,-94.479976
Gwinnett CountyGA,Gwinnett County,GA,33.9190653,-84.0167423
Haakon CountySD,Haakon County,SD,44.2671365,-101.5248055
Habersham CountyGA,Habersham County,GA,34.6478893,-83.5496566
Haines BoroughAK,Haines Borough,AK,59.1392237,-135
Hale CountyAL,Hale County,AL,32.7859102,-87.6186379
Hale CountyTX,Hale County,TX,34.1064941,-101.8891721
Halifax CountyNC,Halifax County,NC,36.2646764,-77.6077865
Halifax CountyVA,Halifax County,VA,36.6945049,-78.9288242
Hall CountyGA,Hall County,GA,34.30778,-83.804868
Hall CountyNE,Hall County,NE,40.8817333,-98.5721016
Hall CountyTX,Hall County,TX,34.4793521,-100.7097867
Hamblen CountyTN,Hamblen County,TN,36.2054334,-83.2934086
Hamilton CountyFL,Hamilton County,FL,30.4755958,-82.9501558
Hamilton CountyIA,Hamilton County,IA,42.4141275,-93.6623239
Hamilton CountyIL,Hamilton County,IL,38.0543187,-88.556531
Hamilton CountyIN,Hamilton County,IN,40.0372797,-86.0529604
Hamilton CountyKS,Hamilton County,KS,37.9741668,-101.7979613
Hamilton CountyNE,Hamilton County,NE,40.8825924,-98.0028892
Hamilton CountyNY,Hamilton County,NY,43.4764406,-74.4056612
Hamilton CountyOH,Hamilton County,OH,39.2355447,-84.564147
Hamilton CountyTN,Hamilton County,TN,35.1618966,-85.1479364
Hamilton CountyTX,Hamilton County,TX,31.6368668,-98.2212979
Hamlin CountySD,Hamlin County,SD,44.6998712,-97.179026
Hampden CountyMA,Hampden County,MA,42.1172314,-72.6624209
Hampshire CountyMA,Hampshire County,MA,42.3471357,-72.6624209
Hampshire CountyWV,Hampshire County,WV,39.3349019,-78.5660852
Hampton CityVA,Hampton City,VA,37.0298687,-76.3452218
Hampton CountySC,Hampton County,SC,32.8084577,-81.1196075
Hancock CountyGA,Hancock County,GA,33.2882621,-83.0361376
Hancock CountyIA,Hancock County,IA,43.0387322,-93.6623239
Hancock CountyIL,Hancock County,IL,40.3849365,-91.135302
Hancock CountyIN,Hancock County,IN,39.8249915,-85.8486236
Hancock CountyKY,Hancock County,KY,37.8280909,-86.761749
Hancock CountyME,Hancock County,ME,44.5770308,-68.3566918
Hancock CountyMS,Hancock County,MS,30.3887582,-89.5120084
Hancock CountyOH,Hancock County,OH,41.0273131,-83.6773928
Hancock CountyTN,Hancock County,TN,36.5456022,-83.2077645
Hancock CountyWV,Hancock County,WV,40.5123559,-80.5660657
Hand CountySD,Hand County,SD,44.494661,-99.0128926
Hanover CountyVA,Hanover County,VA,37.7772071,-77.5160788
Hansford CountyTX,Hansford County,TX,36.3183749,-101.4339148
Hanson CountySD,Hanson County,SD,43.6082107,-97.6982272
Haralson CountyGA,Haralson County,GA,33.7922562,-85.1894045
Hardee CountyFL,Hardee County,FL,27.4501733,-81.8224362
Hardeman CountyTN,Hardeman County,TN,35.1229172,-89.0179332
Hardeman CountyTX,Hardeman County,TX,34.2177242,-99.634135
Hardin CountyIA,Hardin County,IA,42.4285425,-93.1779659
Hardin CountyIL,Hardin County,IL,37.4995097,-88.362785
Hardin CountyKY,Hardin County,KY,37.6565708,-86.0121573
Hardin CountyOH,Hardin County,OH,40.704961,-83.6773928
Hardin CountyTN,Hardin County,TN,35.1142443,-88.2461183
Hardin CountyTX,Hardin County,TX,30.364764,-94.315422
Harding CountyNM,Harding County,NM,35.8925537,-103.8216261
Harding CountySD,Harding County,SD,45.5482666,-103.5995692
Hardy CountyWV,Hardy County,WV,39.0416116,-78.9288242
Harford CountyMD,Harford County,MD,39.5838964,-76.3637285
Harlan CountyKY,Harlan County,KY,36.8890304,-83.2077645
Harlan CountyNE,Harlan County,NE,40.1665848,-99.456155
Harmon CountyOK,Harmon County,OK,34.7305114,-99.8124935
Harnett CountyNC,Harnett County,NC,35.3578648,-78.8835548
Harney CountyOR,Harney County,OR,43.1423225,-119.0116305
Harper CountyKS,Harper County,KS,37.1096002,-98.0465185
Harper CountyOK,Harper County,OK,36.8203755,-99.634135
Harris CountyGA,Harris County,GA,32.7032697,-84.8567932
Harris CountyTX,Harris County,TX,29.7751825,-95.3102505
Harrison CountyIA,Harrison County,IA,41.6933855,-95.8142885
